date,ticker,open,high,low,close,volume,date,Price_Increase,consc Increas,2day,dollowed by 3 more increase,3day,follow by 2 more
5/25/2021,AVAX,19.39146444,20.18870835,17.09157535,19.45080922,177064640.4,2021,1,0,0,0,0,0
5/26/2021,AVAX,19.49204829,21.44790029,19.05719663,20.90567553,183798753,2021,1,1,0,0,0,0
5/27/2021,AVAX,20.83368884,21.23142102,18.79019032,19.00033483,120995855.5,2021,0,1,0,0,0,0
5/28/2021,AVAX,19.06722418,19.59534254,16.05771866,16.73341176,124661584.6,2021,0,2,0,0,0,0
5/29/2021,AVAX,16.7302972,17.59340535,15.20478511,16.12749316,73317089.47,2021,0,0,1,0,0,0
5/30/2021,AVAX,16.1785809,17.43727444,15.17151305,16.53438644,66551414.27,2021,1,0,0,0,0,0
5/31/2021,AVAX,16.52044716,18.19442355,15.71695946,18.16131956,83671863.26,2021,1,0,0,0,0,0
6/1/2021,AVAX,18.15763943,18.55089582,17.15992882,17.77317078,80656520.58,2021,0,1,0,0,0,0
6/2/2021,AVAX,17.75000371,19.37306355,17.17500284,18.67708113,101921640.7,2021,1,1,0,0,0,0
6/3/2021,AVAX,18.69639325,20.68963495,18.28283493,20.24371446,118155005.5,2021,1,0,0,0,0,0
6/4/2021,AVAX,20.27873348,20.54256912,17.45809575,18.24740468,108497012.5,2021,0,2,0,0,0,0
6/5/2021,AVAX,18.2593125,19.14902231,16.92938283,17.25030257,92501651.61,2021,0,1,1,0,0,0
6/6/2021,AVAX,17.23608069,17.99011661,17.12763478,17.40011116,48841451.76,2021,1,0,0,0,0,0
6/7/2021,AVAX,17.39775351,18.05963782,15.37960612,15.52263999,129221032.1,2021,0,0,0,0,0,0
6/8/2021,AVAX,15.55150156,16.0418001,13.70092707,14.86893998,123776326.5,2021,0,1,0,0,0,0
6/9/2021,AVAX,14.81075222,15.75642165,13.67916365,15.38689086,107246373.9,2021,1,0,0,0,0,0
6/10/2021,AVAX,15.39199655,15.57857766,13.78287125,14.17640797,90307844.45,2021,0,0,0,0,0,0
6/11/2021,AVAX,14.20058857,14.61023209,13.16065113,13.41897897,79178329.18,2021,0,1,0,0,0,0
6/12/2021,AVAX,13.41562341,13.87998302,12.66057179,13.55193018,79705597.48,2021,1,0,0,0,0,0
6/13/2021,AVAX,13.53106381,14.98381819,13.27548358,14.77556594,97026434.67,2021,1,0,0,0,0,0
6/14/2021,AVAX,14.74950131,15.44448376,14.43777461,14.96583576,99438783.42,2021,1,1,0,0,0,0
6/15/2021,AVAX,15.07371871,15.51841862,14.62601711,15.18004276,95150888.88,2021,1,1,0,0,0,0
6/16/2021,AVAX,14.71994935,14.92015349,13.92962448,14.0676783,79021451.99,2021,0,2,0,0,0,0
6/17/2021,AVAX,14.08384322,15.47448283,14.03082163,14.83206867,100424428.2,2021,1,2,1,0,0,0
6/18/2021,AVAX,14.86489097,15.27735555,13.13953978,13.62787076,78295121.95,2021,0,0,1,0,0,0
6/19/2021,AVAX,13.63835055,14.0482902,13.23780656,13.45772903,37953810.96,2021,0,3,0,0,0,0
6/20/2021,AVAX,13.3972443,14.14351964,12.83708209,13.9709907,55939670.22,2021,1,0,0,0,1,0
6/21/2021,AVAX,13.92966758,14.06441339,11.07856242,11.21061585,86300255.75,2021,0,0,0,0,0,0
6/22/2021,AVAX,11.19222414,11.74413078,9.37487618,10.52658158,109716995.8,2021,0,1,0,0,0,0
6/23/2021,AVAX,10.55296263,11.79040171,10.18392905,11.19394664,76905668.83,2021,1,0,0,0,0,0
6/24/2021,AVAX,11.46536607,11.75449165,10.8437529,11.48295703,51808716.78,2021,1,0,0,0,0,0
6/25/2021,AVAX,11.493886,11.75228685,10.20809264,10.27067035,53164067.33,2021,0,1,0,0,0,0
6/26/2021,AVAX,10.24457385,10.59716206,9.79180838,10.27557056,42029113.61,2021,1,1,0,0,0,0
6/27/2021,AVAX,10.32953585,10.98654945,10.09862325,10.91908048,34727227.77,2021,1,0,0,0,0,0
6/28/2021,AVAX,10.94749945,11.46824016,10.72683584,11.28629579,45312867.14,2021,1,2,0,0,0,0
6/29/2021,AVAX,11.30042426,12.34982539,11.09419231,11.85142019,60893172.99,2021,1,1,1,0,0,0
6/30/2021,AVAX,11.93124987,12.08955265,11.04293822,11.95554675,52911536.43,2021,1,3,0,0,0,0
7/1/2021,AVAX,11.95030917,12.06907936,11.01350835,11.22981075,33886418.65,2021,0,2,0,0,1,0
7/2/2021,AVAX,11.22078972,11.35105752,10.58177702,11.13265416,40854419.06,2021,0,4,1,0,0,0
7/3/2021,AVAX,11.11286489,11.67278961,10.88422448,11.503907,33146235.15,2021,1,0,0,0,0,0
7/4/2021,AVAX,11.4977303,12.87262011,11.2131434,12.35010032,60403499.13,2021,1,0,0,0,0,0
7/5/2021,AVAX,12.33871097,12.4197925,11.60072744,12.02681048,64962340.36,2021,0,1,0,0,0,0
7/6/2021,AVAX,12.05024669,14.19901947,12.04526355,13.35743392,115274690.8,2021,1,1,0,0,0,0
7/7/2021,AVAX,13.35441327,14.15504032,13.05963031,13.08975328,90665563.12,2021,0,0,0,0,0,0
7/8/2021,AVAX,13.11223053,13.11223053,11.85761302,12.11966404,66426383.08,2021,0,2,0,0,0,0
7/9/2021,AVAX,12.09736949,12.86909895,11.64798189,12.54416765,63493395,2021,1,0,1,0,0,0
7/10/2021,AVAX,12.55365748,12.83905012,11.87679772,12.02573707,36867384.03,2021,0,0,0,0,0,0
7/11/2021,AVAX,12.02388714,12.48770757,11.92610359,12.41366516,31468064.37,2021,1,1,0,0,0,0
7/12/2021,AVAX,12.42788789,12.83454301,11.72298486,12.18653292,51376240.53,2021,0,0,0,0,0,0
7/13/2021,AVAX,12.16183817,12.43664908,11.77015114,11.91466872,43903713.4,2021,0,2,0,0,0,0
7/14/2021,AVAX,11.90075051,12.09323141,11.13669051,11.79209645,43795904.68,2021,0,0,1,0,0,0
7/15/2021,AVAX,11.80061152,12.09583352,11.13898285,11.34988596,34811185.07,2021,0,0,0,0,0,0
7/16/2021,AVAX,11.38936074,11.8161883,10.8437057,10.86089656,47233363.15,2021,0,0,0,0,0,0
7/17/2021,AVAX,10.81363423,11.14822414,10.73740515,10.92774577,32780916.12,2021,1,0,0,0,0,0
7/18/2021,AVAX,10.96381853,11.27632671,10.66114265,10.70465093,32792036.86,2021,0,0,0,0,0,0
7/19/2021,AVAX,10.6978585,10.76208959,10.04584488,10.16976802,32476789.19,2021,0,1,0,0,0,0
7/20/2021,AVAX,10.18024561,10.34117726,9.34063315,9.65058829,35862709.47,2021,0,0,0,0,0,0
7/21/2021,AVAX,9.64204692,10.74384749,9.48374334,10.42052476,45013149.09,2021,1,0,0,0,0,0
7/22/2021,AVAX,10.4274323,10.95733002,10.24319087,10.82858792,40893615.75,2021,1,0,0,0,0,0
7/23/2021,AVAX,10.83539962,11.16061359,10.53450849,11.09935614,35786332.15,2021,1,1,0,0,0,0
7/24/2021,AVAX,11.07375299,11.44687879,10.96057257,11.17281695,42078774.99,2021,1,1,0,0,0,0
7/25/2021,AVAX,11.15053445,11.3401997,10.76918534,11.24078659,34788469.06,2021,1,2,0,0,0,0
7/26/2021,AVAX,11.24770454,12.68621906,11.21540981,11.49217013,94326394.51,2021,1,2,1,0,0,0
7/27/2021,AVAX,11.46403636,12.27171308,11.18834863,11.91977341,52941102.13,2021,1,3,1,0,0,0
7/28/2021,AVAX,11.93221505,12.43209383,11.70220598,12.25692665,68268674.65,2021,1,3,0,0,1,0
7/29/2021,AVAX,12.3152904,12.63100335,11.98997313,12.41838341,66712426.18,2021,1,4,0,0,1,0
7/30/2021,AVAX,12.42955103,13.00236498,11.96553516,13.00236498,71146687.59,2021,1,4,0,0,0,0
7/31/2021,AVAX,12.98247397,13.60985354,12.60490449,13.59160938,67970747.77,2021,1,5,0,0,0,0
8/1/2021,AVAX,13.52872299,14.06237959,12.6525499,12.87743168,90946247.06,2021,0,5,0,0,0,0
8/2/2021,AVAX,12.86150651,13.36972995,12.64908153,13.00689143,54993391.5,2021,1,6,0,0,0,0
8/3/2021,AVAX,13.0008762,13.51085758,12.33503266,12.53329375,60826755.08,2021,0,0,0,0,0,0
8/4/2021,AVAX,12.56079508,13.76755443,12.42123878,13.67992485,66911765.31,2021,1,7,0,0,0,0
8/5/2021,AVAX,13.69686431,13.9410163,12.92304838,13.83428145,76011395.32,2021,1,0,0,0,0,0
8/6/2021,AVAX,13.83460645,14.96212064,13.41156329,14.72543082,105878541.3,2021,1,8,0,0,0,0
8/7/2021,AVAX,14.75772077,15.92166788,14.62192957,15.76119031,128714035.6,2021,1,1,0,0,0,0
8/8/2021,AVAX,15.83783392,16.09190783,14.58462662,14.81411868,78280305.2,2021,0,9,0,0,0,0
8/9/2021,AVAX,14.80956445,16.72816143,14.47416798,16.23180554,143463343.4,2021,1,2,0,0,0,0
8/10/2021,AVAX,16.18202149,17.16831631,15.80688639,16.44843775,124902141.6,2021,1,0,1,0,0,0
8/11/2021,AVAX,16.42600684,17.55472848,16.39165577,16.74867857,122723375.3,2021,1,3,0,0,0,0
8/12/2021,AVAX,16.72569169,17.53613914,15.47868738,16.56905346,112149586,2021,0,1,0,0,1,0
8/13/2021,AVAX,16.59777492,18.27935036,16.4140269,18.04875317,113858976.5,2021,1,4,0,0,0,0
8/14/2021,AVAX,18.03270117,18.40706533,17.24212825,18.06764952,101585489.6,2021,1,0,0,0,0,0
8/15/2021,AVAX,18.10793824,18.82053369,17.16544751,18.79513645,101215296.9,2021,1,5,0,0,0,0
8/16/2021,AVAX,18.77149702,21.11339341,18.49400508,19.18263064,252835090.4,2021,1,1,0,0,0,0
8/17/2021,AVAX,19.07641793,25.34667496,18.48108223,23.52999792,737983102.4,2021,1,6,0,0,0,0
8/18/2021,AVAX,23.42501362,30.88437099,21.54382969,29.89081294,1170857988,2021,1,2,0,0,0,0
8/19/2021,AVAX,30.03548293,33.70999201,28.80657475,30.6342725,1116363939,2021,1,7,1,0,0,0
8/20/2021,AVAX,30.66789426,39.18530191,29.99938572,39.18530191,962895338.1,2021,1,3,0,0,0,0
8/21/2021,AVAX,39.12644468,49.96156761,37.80461882,43.78690969,1931663488,2021,1,8,0,0,1,0
8/22/2021,AVAX,43.73388198,45.00549479,40.76093581,43.53219825,1163748675,2021,0,4,0,0,0,0
8/23/2021,AVAX,43.63062539,53.06847873,43.63062539,46.45053232,1527912599,2021,1,9,0,0,0,0
8/24/2021,AVAX,46.5177256,58.98477303,44.31471717,55.34584978,2249385587,2021,1,0,0,0,0,0
8/25/2021,AVAX,55.57276843,57.4330667,45.71041642,46.11512267,1541625994,2021,0,10,0,0,0,0
8/26/2021,AVAX,46.25825507,48.45748108,41.42075323,41.42075323,1202053529,2021,0,1,0,0,0,0
8/27/2021,AVAX,41.37185755,50.41109846,40.33214778,50.07779013,1672611618,2021,1,0,0,0,0,0
8/28/2021,AVAX,50.1355623,51.76109516,46.24362243,50.19713481,1165188185,2021,1,0,0,0,0,0
8/29/2021,AVAX,50.23713049,52.41293107,46.79543005,47.50910414,790206804.1,2021,0,1,0,0,0,0
8/30/2021,AVAX,47.4825796,48.22608283,41.14145897,41.32507615,863132838,2021,0,1,0,0,0,0
8/31/2021,AVAX,41.46167051,44.16825487,38.39210653,39.4873494,863301438.7,2021,0,0,0,0,0,0
9/1/2021,AVAX,39.54347553,45.5299553,38.62805659,41.93160178,1042268891,2021,1,0,0,0,0,0
9/2/2021,AVAX,42.47848119,47.84926187,41.29635372,47.75591625,967474676.4,2021,1,0,0,0,0,0
9/3/2021,AVAX,47.6507129,51.54990708,44.88906003,45.91118349,1292097111,2021,0,1,0,0,0,0
9/4/2021,AVAX,45.90015665,49.78833726,44.16512895,47.14316544,920757964.6,2021,1,1,0,0,0,0
9/5/2021,AVAX,47.20466115,49.38464977,45.58975198,48.17892363,870312119.5,2021,1,0,0,0,0,0
9/6/2021,AVAX,48.14677897,51.30459891,43.67187673,47.04298755,1176511096,2021,0,2,0,0,0,0
9/7/2021,AVAX,47.09261237,47.18085582,32.80122167,37.59894986,1505074715,2021,0,1,1,0,0,0
9/8/2021,AVAX,37.66260487,39.42950721,33.28400846,37.0514061,932136418.2,2021,0,0,0,0,0,0
9/9/2021,AVAX,36.5810346,44.55073651,36.15601551,40.77261472,1331437306,2021,1,0,0,0,0,0
9/10/2021,AVAX,40.73160823,49.60515884,40.48396683,49.18913609,2437929731,2021,1,0,0,0,0,0
9/11/2021,AVAX,49.48122412,58.99034853,48.35360643,57.16424416,2562681437,2021,1,1,0,0,0,0
9/12/2021,AVAX,57.09894128,64.87303287,53.83143021,59.2594301,2713467627,2021,1,1,0,0,0,0
9/13/2021,AVAX,59.30219031,60.74902522,48.05726234,53.11015201,2513345537,2021,0,2,0,0,0,0
9/14/2021,AVAX,53.20318761,57.16770513,49.25003714,51.57811774,1243073204,2021,0,2,1,0,0,0
9/15/2021,AVAX,51.50390422,58.11176119,50.36347781,57.62539326,1139814004,2021,1,0,1,0,0,0
9/16/2021,AVAX,57.89189873,67.85885035,57.29065026,67.84269649,2877776131,2021,1,0,0,0,0,0
9/17/2021,AVAX,67.67376521,70.78473216,60.91602989,69.93401363,2149572436,2021,1,1,0,0,0,0
9/18/2021,AVAX,70.07106944,75.32480094,67.24805276,69.01238607,1951788341,2021,0,1,0,0,0,0
9/19/2021,AVAX,68.86099264,76.21391104,66.54693463,70.07571899,1827002963,2021,1,2,0,0,0,0
9/20/2021,AVAX,70.09388221,70.39785382,55.91534705,56.67792868,2342075415,2021,0,0,1,0,0,0
9/21/2021,AVAX,57.32587229,66.10662276,52.86892495,59.01735779,2637731601,2021,1,3,0,0,0,0
9/22/2021,AVAX,58.98347756,74.47371455,57.9624951,74.18703558,2640281903,2021,1,0,0,0,1,0
9/23/2021,AVAX,74.08619355,79.52258801,73.02675004,76.41905786,2336551605,2021,1,4,0,0,0,0
9/24/2021,AVAX,76.45702119,78.35160529,67.14019411,72.4018999,2238592113,2021,0,1,0,0,0,0
9/25/2021,AVAX,72.38954836,72.63642571,67.69506921,68.38165808,1022340249,2021,0,5,0,0,0,0
9/26/2021,AVAX,68.35166542,71.48128761,61.8811591,66.86197072,1282520288,2021,0,0,0,0,0,0
9/27/2021,AVAX,66.88100118,72.46907373,65.46882359,66.50875715,1210911405,2021,0,0,0,0,0,0
9/28/2021,AVAX,66.37130291,69.43622592,61.25083641,61.51772112,989963987.8,2021,0,0,0,0,0,0
9/29/2021,AVAX,61.60077304,69.24354237,61.38761735,65.52000682,1366679673,2021,1,0,0,0,0,0
9/30/2021,AVAX,65.50790049,68.72106803,64.36368026,66.76588671,1122979274,2021,1,0,0,0,0,0
10/1/2021,AVAX,66.62635498,69.44020597,63.30827783,67.57039273,1441796222,2021,1,1,0,0,0,0
10/2/2021,AVAX,67.63391913,73.35771763,65.87701756,69.22048938,1391263335,2021,1,1,0,0,0,0
10/3/2021,AVAX,69.13282383,71.53996269,67.65304391,68.71703954,1003680421,2021,0,2,0,0,0,0
10/4/2021,AVAX,68.68302329,68.68302329,64.00428946,65.15984743,949626759.6,2021,0,2,1,0,0,0
10/5/2021,AVAX,65.24717501,66.71932744,62.94280282,64.65011928,813159956.6,2021,0,0,1,0,0,0
10/6/2021,AVAX,64.59977178,65.69510344,58.68257793,60.11407424,963971610.8,2021,0,0,0,0,0,0
10/7/2021,AVAX,60.02991846,62.27355684,57.56055336,61.48835377,906896093.3,2021,1,0,0,0,0,0
10/8/2021,AVAX,61.51958645,64.92047482,60.06506733,60.52022402,812757714,2021,0,0,0,0,0,0
10/9/2021,AVAX,60.39581981,61.95339426,59.8628989,60.56625567,368977448.4,2021,1,1,0,0,0,0
10/10/2021,AVAX,60.57084573,60.88399508,55.54442413,56.5935751,450502943.4,2021,0,0,0,0,0,0
10/11/2021,AVAX,56.58945134,59.19413732,53.95623187,55.30461167,590939451.3,2021,0,2,0,0,0,0
10/12/2021,AVAX,55.33838463,55.33838463,51.22761438,54.35797326,692864342.5,2021,0,0,1,0,0,0
10/13/2021,AVAX,54.35367544,57.05287502,53.33034122,55.15248935,655950094.3,2021,1,0,0,0,0,0
10/14/2021,AVAX,54.99287301,58.42786721,54.95210449,56.08110489,521698716.8,2021,1,0,0,0,0,0
10/15/2021,AVAX,56.1788601,57.09015482,54.60218993,56.25108837,559567841,2021,1,1,0,0,0,0
10/16/2021,AVAX,56.31017842,61.8398016,55.71210049,57.48309406,730039644.9,2021,1,1,0,0,0,0
10/17/2021,AVAX,57.56997466,58.53270584,53.55379032,56.07736739,388579198.4,2021,0,2,0,0,0,0
10/18/2021,AVAX,56.03767035,56.425822,54.25412353,55.47448196,301848292.6,2021,0,2,1,0,0,0
10/19/2021,AVAX,55.53133352,58.03293627,55.12912879,56.81697528,369199132.9,2021,1,0,1,0,0,0
10/20/2021,AVAX,56.80743967,61.55341151,56.72520303,59.55984106,557808884.9,2021,1,0,0,0,0,0
10/21/2021,AVAX,59.6316881,64.31205832,58.89551475,61.30981186,834466444,2021,1,1,0,0,0,0
10/22/2021,AVAX,61.44798592,68.641784,61.42253068,65.45528678,1235036359,2021,1,1,0,0,0,0
10/23/2021,AVAX,65.53246704,69.10170092,64.56714947,65.45916821,675884810.2,2021,0,2,0,0,0,0
10/24/2021,AVAX,65.43511222,67.58838425,61.9739778,64.51839122,512814088.8,2021,0,2,1,0,0,0
10/25/2021,AVAX,64.55366272,69.8246924,64.38153358,69.8246924,559909250.1,2021,1,0,1,0,0,0
10/26/2021,AVAX,69.70967393,72.8822073,67.82322278,68.87113541,913850538.8,2021,0,0,0,0,0,0
10/27/2021,AVAX,68.67195627,69.5486497,57.86124556,61.51663566,947198473.3,2021,0,1,0,0,0,0
10/28/2021,AVAX,61.52543337,64.9313102,61.52543337,64.43007361,593781414.9,2021,1,0,0,0,0,0
10/29/2021,AVAX,64.38318443,66.12730879,63.5386995,64.7724659,390478926.8,2021,1,0,0,0,0,0
10/30/2021,AVAX,64.73323501,64.77537227,61.09536222,62.41526811,340551396.9,2021,0,1,0,0,0,0
10/31/2021,AVAX,62.31325341,64.43634083,60.3410343,64.28780338,385833917,2021,1,1,0,0,0,0
11/1/2021,AVAX,64.49927079,66.68616172,62.35919058,65.07251558,553398868.8,2021,1,0,0,0,0,0
11/2/2021,AVAX,64.96826875,68.04741793,64.34379766,67.58455369,437288364.5,2021,1,2,0,0,0,0
11/3/2021,AVAX,67.7730897,75.53603023,67.15084237,75.43041694,1110753061,2021,1,1,1,0,0,0
11/4/2021,AVAX,75.57763684,80.96538677,74.12527854,79.29322391,1139576690,2021,1,3,0,0,0,0
11/5/2021,AVAX,79.04759636,81.07435161,72.45814944,74.36473776,593374945.5,2021,0,2,0,0,1,0
11/6/2021,AVAX,74.2966569,78.68520513,72.51919487,78.68520513,487295739.3,2021,1,4,1,0,0,0
11/7/2021,AVAX,78.80591234,88.83885773,78.13878524,87.70542389,1321363546,2021,1,0,0,0,0,0
11/8/2021,AVAX,87.70599568,96.91317561,83.72738324,91.18478449,1954611681,2021,1,5,0,0,0,0
11/9/2021,AVAX,91.07372231,91.53674678,87.08096816,88.45486764,780284086.6,2021,0,1,0,0,0,0
11/10/2021,AVAX,88.30364959,94.02408783,78.64884127,85.29527344,1297653103,2021,0,6,0,0,0,0
11/11/2021,AVAX,85.38166771,89.53855415,83.84048045,88.06133283,661012572.9,2021,1,0,0,0,0,0
11/12/2021,AVAX,87.8752588,89.97445421,81.31847858,84.7249133,676532795.9,2021,0,0,0,0,0,0
11/13/2021,AVAX,84.7967942,98.44142749,84.7967942,97.26046832,1144798693,2021,1,1,0,0,0,0
11/14/2021,AVAX,97.55558142,99.88335019,91.81028314,95.40353811,1142384672,2021,0,0,0,0,0,0
11/15/2021,AVAX,95.42015352,101.5860499,92.25428506,93.55023364,1202984508,2021,0,2,0,0,0,0
11/16/2021,AVAX,94.03178374,101.8624677,84.00017835,97.97556754,1843490926,2021,1,0,1,0,0,0
11/17/2021,AVAX,98.02624553,110.0319758,94.1225192,107.8020789,2393292480,2021,1,0,0,0,0,0
11/18/2021,AVAX,107.584998,110.3087607,92.36471961,100.2527664,1920193319,2021,0,1,0,0,0,0
11/19/2021,AVAX,100.4576706,112.1119089,96.07148852,112.0235603,1562347126,2021,1,1,0,0,0,0
11/20/2021,AVAX,112.0843133,129.9334808,111.91292,125.7706278,2291581571,2021,1,0,0,0,0,0
11/21/2021,AVAX,125.8298236,146.217864,123.5483621,128.5998192,3379295976,2021,1,2,0,0,0,0
11/22/2021,AVAX,128.7825807,144.8818894,126.1926105,134.5310303,3211306704,2021,1,1,1,0,0,0
11/23/2021,AVAX,134.8655526,136.5381497,122.1111097,123.8310484,1959122592,2021,0,3,0,0,0,0
11/24/2021,AVAX,123.8786272,124.5096382,113.0004591,120.2281893,1902624284,2021,0,2,0,0,1,0
11/25/2021,AVAX,115.0868458,130.0427133,114.3522393,122.6485276,2233964558,2021,1,0,1,0,0,0
11/26/2021,AVAX,119.1642432,119.8281803,102.0291501,103.8295831,1712875693,2021,0,0,0,0,0,0
11/27/2021,AVAX,104.3020745,118.0799098,103.3389007,113.2766527,1211028703,2021,1,1,0,0,0,0
11/28/2021,AVAX,113.753867,114.0046195,101.4411221,110.5890172,1422129303,2021,0,0,0,0,0,0
11/29/2021,AVAX,110.495131,120.258301,109.4160384,120.258301,1227497076,2021,1,2,0,0,0,0
11/30/2021,AVAX,120.4422138,124.5553111,114.4890758,120.3436962,1734884533,2021,0,0,1,0,0,0
12/1/2021,AVAX,120.2483145,127.3300149,117.5040765,119.7508481,1437422167,2021,0,3,0,0,0,0
12/2/2021,AVAX,119.6812684,119.7071365,107.2265378,107.8665459,1117942461,2021,0,0,0,0,1,0
12/3/2021,AVAX,107.8682965,113.1733689,100.8021113,108.1378495,1379333420,2021,1,0,0,0,0,0
12/4/2021,AVAX,108.7353473,108.76348,77.02176412,92.88023049,2100725079,2021,0,0,0,0,0,0
12/5/2021,AVAX,93.01938504,95.31195229,82.75007566,85.79002033,1220952521,2021,0,1,0,0,0,0
12/6/2021,AVAX,86.47802285,94.8996631,77.1900519,93.31930044,1786165231,2021,1,0,0,0,0,0
12/7/2021,AVAX,93.34741702,96.6776261,88.14964841,89.9521795,1066934424,2021,0,0,0,0,0,0
12/8/2021,AVAX,89.68969971,93.2425155,86.77504522,93.22105696,736763695.3,2021,1,1,0,0,0,0
12/9/2021,AVAX,93.03430323,94.49478055,83.38975778,85.46176577,918578962.8,2021,0,0,0,0,0,0
12/10/2021,AVAX,85.55988845,91.73805888,80.71823386,80.73967843,1031654019,2021,0,2,0,0,0,0
12/11/2021,AVAX,80.7877012,86.99547245,79.29241941,86.3928156,807032060.8,2021,1,0,1,0,0,0
12/12/2021,AVAX,86.42890717,88.90353885,83.03515362,88.10911793,595911581.4,2021,1,0,0,0,0,0
12/13/2021,AVAX,88.10355921,90.01011378,75.78592963,79.14962581,1146609022,2021,0,1,0,0,0,0
12/14/2021,AVAX,79.05278056,87.49442548,76.62258688,87.3119066,1039726774,2021,1,1,0,0,0,0
12/15/2021,AVAX,87.27359328,105.2696101,86.30692377,101.1814519,2397339948,2021,1,0,0,0,0,0
12/16/2021,AVAX,101.2095986,109.7700498,98.10495801,98.40188438,1843664083,2021,0,2,0,0,0,0
12/17/2021,AVAX,98.18189574,115.9092304,98.18189574,111.0087673,2509017517,2021,1,1,1,0,0,0
12/18/2021,AVAX,111.0104824,117.3739319,105.6343278,116.0168653,1589986609,2021,1,0,0,0,0,0
12/19/2021,AVAX,115.8514757,116.6953132,106.9442223,107.6737819,1025197695,2021,0,2,0,0,0,0
12/20/2021,AVAX,107.6803525,115.9237934,101.0568249,113.4085185,2014776080,2021,1,1,1,0,0,0
12/21/2021,AVAX,113.4013413,124.0182027,110.932786,123.3329445,1732104245,2021,1,0,0,0,0,0
12/22/2021,AVAX,123.3773669,127.4216651,116.0696904,116.4773529,1353772414,2021,0,2,0,0,0,0
12/23/2021,AVAX,116.7321334,124.9814165,116.4727389,121.2099722,1261376043,2021,1,1,1,0,0,0
12/24/2021,AVAX,121.4002293,124.612067,113.6643871,114.9764571,1136972581,2021,0,0,0,0,0,0
12/25/2021,AVAX,115.0610668,117.1722986,112.5662121,115.0319297,878551694.5,2021,0,2,0,0,0,0
12/26/2021,AVAX,115.0064029,117.9343568,109.5731849,115.2148256,963393171.7,2021,1,0,1,0,0,0
12/27/2021,AVAX,115.1115148,120.8433511,113.3990541,113.5986208,942094549.6,2021,0,0,0,0,0,0
12/28/2021,AVAX,113.7595279,116.611527,104.7020888,107.215613,1435837733,2021,0,1,0,0,0,0
12/29/2021,AVAX,107.1245219,110.5587134,102.6953263,102.9981252,1091704197,2021,0,0,0,0,0,0
12/30/2021,AVAX,103.0971781,105.3614612,98.32600184,101.9282739,1015886046,2021,0,0,0,0,0,0
12/31/2021,AVAX,101.8495282,111.5014684,100.3610104,109.2704872,1323734905,2021,1,0,0,0,0,0
1/1/2022,AVAX,109.3815684,114.2238652,108.7271215,114.1580099,784319683.2,2022,1,0,0,0,0,0
1/2/2022,AVAX,114.2047018,117.3150953,112.2138793,113.1863358,777052324.5,2022,0,1,0,0,0,0
1/3/2022,AVAX,113.1734123,113.9012694,106.457052,108.1452118,894675872.9,2022,0,1,0,0,0,0
1/4/2022,AVAX,108.147064,109.1161154,103.2392407,103.2392407,918513472.3,2022,0,0,0,0,0,0
1/5/2022,AVAX,103.2606804,106.4691112,91.37685618,97.85257909,1168896098,2022,0,0,0,0,0,0
1/6/2022,AVAX,97.8315116,97.8315116,91.26378912,95.19853726,909261500.1,2022,0,0,0,0,0,0
1/7/2022,AVAX,95.17871218,95.29039091,85.43051094,86.76771286,1163318424,2022,0,0,0,0,0,0
1/8/2022,AVAX,86.75174593,89.43283705,79.60858707,84.05684232,1021954391,2022,0,0,0,0,0,0
1/9/2022,AVAX,84.0485151,91.79699182,82.92853029,89.20655525,900030317.7,2022,1,0,0,0,0,0
1/10/2022,AVAX,89.25710644,90.84400636,80.86058689,84.53261492,1138103402,2022,0,0,0,0,0,0
1/11/2022,AVAX,84.52546078,90.85680663,83.4709914,89.50181456,719261554.1,2022,1,1,0,0,0,0
1/12/2022,AVAX,89.52240386,96.76172715,88.98726316,95.82351239,962440338.8,2022,1,0,0,0,0,0
1/13/2022,AVAX,95.82351239,97.10579706,89.40788314,89.40788314,756890649.4,2022,0,2,0,0,0,0
1/14/2022,AVAX,89.47910636,91.6326294,87.66128218,90.34053346,640737087.9,2022,1,1,1,0,0,0
1/15/2022,AVAX,90.35389753,94.32180731,89.82750826,93.31581794,514349943.1,2022,1,0,0,0,0,0
1/16/2022,AVAX,93.30461388,94.83049979,92.00743265,92.23979785,498172514.5,2022,0,2,0,0,0,0
1/17/2022,AVAX,92.25555335,92.41230221,85.69480691,86.75066115,613946950.5,2022,0,1,1,0,0,0
1/18/2022,AVAX,86.75413042,87.32591665,83.92217802,86.0134096,519434644.1,2022,0,0,0,0,0,0
1/19/2022,AVAX,86.02388728,86.35029614,81.42071325,82.9033068,538783322.1,2022,0,0,0,0,0,0
1/20/2022,AVAX,82.896181,87.6420869,79.06845661,79.06845661,301646934.5,2022,0,0,0,0,0,0
1/21/2022,AVAX,79.13545203,80.30150779,64.55645043,65.92255767,1061162871,2022,0,0,0,0,0,0
1/22/2022,AVAX,65.96821231,67.46713291,53.93933454,59.72905104,1333878308,2022,0,0,0,0,0,0
1/23/2022,AVAX,59.79318294,66.70399873,59.43529559,64.72541073,897015182.9,2022,1,0,0,0,0,0
1/24/2022,AVAX,64.75294628,64.80488862,55.57115332,62.8776336,1159701823,2022,0,0,0,0,0,0
1/25/2022,AVAX,62.89733977,70.34447702,61.89265253,67.90058685,994124979.5,2022,1,1,0,0,0,0
